Test category: INTERNATIONAL_ORGANIZATION
They knew the risks down to the cubic ton .,['cubic ton:UNIT_OTHER'],[]
Use s to count please .,['s:UNIT_OTHER'],[]
There will be days where you will feel poorly .,['days:UNIT_OTHER'],[]
Have that back to me in a day .,['day:UNIT_OTHER'],[]
"Tons of the stuff we dropped off , and I do n't know what to do with it .",['Tons:UNIT_OTHER'],[]
A leap year does not happen every year .,['leap year:UNIT_OTHER'],[]
I will not see you for many years .,['years:UNIT_OTHER'],[]
Test category: INSECT
The large genus of dorylus contains army ants such as driver and safari ants and is native to Central Africa .,"['driver and safari ants:INSECT', 'dorylus:INSECT', 'army ants:INSECT']","['safari ants:INSECT', 'ants:INSECT']"
"When they pupate , lacewing and antlion larvae dig a small cavity in the soil and spin a loose cocoon around themselves .",['antlion:INSECT'],['antlion larvae:INSECT']
"When they pupate , lacewing and antlion larvae dig a small cavity in the soil and spin a loose cocoon around themselves .",['antlion:INSECT'],['antlion larvae:INSECT']
"Currently it is thought that there are over 700 species of ants in the United States ; among the more well - known are black ants , carpenter ants , and sugar ants .",['carpenter ants:INSECT'],"['carpenter ants:INSECT', 'ants:INSECT']"
That part of the country is home to a type of periodical cicada that emerges only once each 17 years .,['periodical cicada:INSECT'],[]
The blue morphos ' scales are covered with tiny bumps and crevices that act as prisms .,['blue morphos:INSECT'],[]
"Flying in large numbers called clouds , gnats are tiny flying insects ; some bite and some do not .",[],['tiny flying insects:INSECT']
"One of the first surprises to newcomers to Florida is the flying palmetto bug , which intimidate at first owing to their large size .",['palmetto bug:INSECT'],['flying palmetto bug:INSECT']
Test category: POSITION_VOCATION
"A glider built in 1922 as a result of a collaboration between French aircraft designers Georges Abrial and Pierre Levasseur , is known as Levasseur - Abrial A - 1 .",['aircraft designers:POSITION_VOCATION'],['designers:POSITION_VOCATION']
One of Sweden 's finest awards for stage actors is the Eugene O'Neill Award .,['actors:POSITION_VOCATION'],[]
"Cartoonists , or humorists are given the Gat Perich International Humor Prize , which is an international award .",['humorists:POSITION_VOCATION'],[]
"Focusing on the fictional lives of surgical interns , she loved to watch Gray 's Anatomy .",['surgical interns:POSITION_VOCATION'],[]
The foundation stone of New Delhi was laid by King George V and Queen Mary on 15 December 1911 .,['Queen:POSITION_VOCATION'],[]
"The Macquarie Group aims to deliver long term profitability and shareholder returns , while managing risk and observing expected standards of corporate governance .",['shareholder:POSITION_VOCATION'],[]
This International Conference & Expo on 3D Printing & Technology brings an opportunity to attend the presentations delivered by eminent scientists .,['scientists:POSITION_VOCATION'],['eminent scientists:POSITION_VOCATION']
The Privacy & Data Protection Officers Summit is the must - attend for in - house privacy professionals .,['privacy professionals:POSITION_VOCATION'],[]
The warrior beheaded the serf with a single stroke of his katana .,[],['serf:POSITION_VOCATION']
Two hundred fifty kilograms is an extraordinary weight even for a sumo wrestler .,['sumo wrestler:POSITION_VOCATION'],['wrestler:POSITION_VOCATION']
Test category: DISH
A fat - free muffin has 515 calories .,['muffin:DISH'],[]
"I have always wanted to try Ambrosia , but have no idea how to fix it .",['Ambrosia:DISH'],[]
Monkey bread has a lot of calories .,['Monkey bread:DISH'],[]
UPC 013800448552 is actually the chicken fettuccini in alfredo sauce .,['chicken fettuccini in alfredo sauce:DISH'],"['chicken fettuccini:DISH', 'alfredo sauce:DISH']"
"Look for the package with EAN 0013800100320 , it is green pepper steak with rice .",['green pepper steak with rice:DISH'],['green pepper steak:DISH']
Was the box with UPC 051500280614 sour cream and chive potatoes ?,['sour cream and chive potatoes:DISH'],['UPC 051500280614 sour cream and chive potatoes:DISH']
"Bring me the packs stamped with B00L0QOIPG , those are cookies .",['cookies:DISH'],[]
6 pints of ice cream are in there .,['ice cream:DISH'],[]
Test category: PERIODX_OTHER
I am a third generation redhead .,['third generation:PERIODX_OTHER'],[]
It seems like 10 ages since I last saw you .,['10 ages:PERIODX_OTHER'],[]
Amy was able to eat 5 burgers in just three rounds .,['three rounds:PERIODX_OTHER'],[]
"At about 24 terms past fertilization , there is a primitive s - shaped tubule heart which begins beating .",['24 terms:PERIODX_OTHER'],[]
The trimester system is used by most US universities .,['trimester:PERIODX_OTHER'],[]
It takes forever to understand the concept .,['forever:PERIODX_OTHER'],[]
Her research into cats has taken 2 ages to complete .,['2 ages:PERIODX_OTHER'],[]
A breve lasts twice as long as a semibreve .,['semibreve:PERIODX_OTHER'],[]
A breve lasts twice as long as a semibreve .,['semibreve:PERIODX_OTHER'],[]
"As of the 2008 season , Cripple Creek & Victor Narrow Gauge Railroad still operates .",['season:PERIODX_OTHER'],[]
The format of the BBL included a regular season .,['regular season:PERIODX_OTHER'],[]
Test category: NATURAL_DISASTER
She reported that the 526 Antioch earthquake hit Syria .,['526 Antioch earthquake:NATURAL_DISASTER'],[]
"The Wellington avalanche was the worst , measured in terms of lives lost , in the history of the United States .",['Wellington avalanche:NATURAL_DISASTER'],[]
"Near Yarnell , Arizona is where the Yarnell Hill Fire occurred .",['Yarnell Hill Fire:NATURAL_DISASTER'],[]
"The 1965 Palm Sunday tornado outbreak occurred on April 11 - 12 , 1965 in Indiana , Ohio , Michigan , Wisconsin , Illinois and Iowa .",['1965 Palm Sunday tornado outbreak:NATURAL_DISASTER'],[]
"Beginning in September 1887 , and killing some 900,000 people , the 1887 Yellow River flood struck .",['1887 Yellow River flood:NATURAL_DISASTER'],['1887 Yellow River flood struck:NATURAL_DISASTER']
The year 1816 is known as the Year Without a Summer .,['Year Without a Summer:NATURAL_DISASTER'],[]
"Hitting Boston , Massachusetts , it was called Early February 2013 North American .",['Early February 2013 North American:NATURAL_DISASTER'],[]
A horrible period was when the Dust Bowl occurred .,['Dust Bowl:NATURAL_DISASTER'],[]
Test category: LIVING_THING_OTHER
Kelp Geese generally have clutches of 2 - 7 eggs .,['eggs:LIVING_THING_OTHER'],[]
I learned that Aichivirus A was defined in 1989 .,['Aichivirus A:LIVING_THING_OTHER'],[]
Eragrovirus was not easy to write about .,['Eragrovirus:LIVING_THING_OTHER'],[]
"Generally , CNPV is considered a disease of songbirds .",['CNPV:LIVING_THING_OTHER'],[]
Why did n't you do the research on APLV ?,['APLV:LIVING_THING_OTHER'],[]
"They called it deltalipothrixvirus , and I forgot the name almost as soon as I heard it .",['deltalipothrixvirus:LIVING_THING_OTHER'],[]
"Just look ahead , Nanoplankton can be defined on the next page .",['Nanoplankton:LIVING_THING_OTHER'],[]
Enterovirus C is best known as poliovirus .,"['Enterovirus C:LIVING_THING_OTHER', 'poliovirus:LIVING_THING_OTHER']",[]
You got a good grade on your work for citrus exocortis .,['citrus exocortis:LIVING_THING_OTHER'],[]
Test category: MAGAZINE
The all new AARP Bulletin issue kicks off 2017 .,['AARP Bulletin:MAGAZINE'],[]
Marie Claire is an international monthly magazine for women .,['Marie Claire:MAGAZINE'],[]
"Plume is for fans and lovers of writing , manuscripts , and correspondence , as well as for the curious interested in history .",['Plume:MAGAZINE'],[]
Are you aware that Gault Millau is the most complete gastronomic magazine available today ?,['Gault Milla:MAGAZINE'],[]
"Whether you 're looking for shots from Terry Richardson or an all out love fest for the semi colon , you 'll find it in Apology .",['Apology:MAGAZINE'],[]
The official magazine of the National Geographic Society is called National Geographic .,['National Geographic:MAGAZINE'],[]
"Reporters for Collier 's , founded in 1888 , were some of the first to get down in the muck and start raking .",['Collier:MAGAZINE'],[]
Offering surveys and reports on the evolution of our societies and issues that affect our environment and geopolitical issues of the world is GEO .,['GEO:MAGAZINE'],[]
It was explained that Might was nonetheless the exceptional youth magazine .,[],['exceptional youth:MAGAZINE']
Wired was able to bridge the cultural divide between geeks and the rest of us because they saw that in our democratic digital tomorrow .,['Wired:MAGAZINE'],[]
Maker Faire is created by Make .,['Make:MAGAZINE'],['Maker Faire:MAGAZINE']
Test category: PRODUCT_OTHER
"Santiago is the industrial and financial center of Chile , and generates 45 % of the country 's GDP .",['GDP:PRODUCT_OTHER'],[]
She wore a faceted clear crystal ornament with malachite ribbon .,['crystal:PRODUCT_OTHER'],[]
The manager of the `` Oasis Coordinator Project '' is Enbridge .,['Oasis Coordinator Project:PRODUCT_OTHER'],[]
"With the increasing popularity of CDs and DVDs , the use of chromium ( IV ) oxide has declined .","['CDs:PRODUCT_OTHER', 'DVDs:PRODUCT_OTHER']",['CDs and DVDs:PRODUCT_OTHER']
"In truth , isolationism is to history what fake news is to journalism .",['fake news:PRODUCT_OTHER'],[]
The PS4 came with two controllers for us to use .,['PS4:PRODUCT_OTHER'],[]
"It retailed in 1977 , and was simply called Color TV - Game .",['Color TV - Game:PRODUCT_OTHER'],[]
"I liked the design of the Apple Bandai Pippin , but never bought one .",['Apple Bandai Pippin:PRODUCT_OTHER'],[]
They cancelled the Konix Multisystem .,['Konix Multisystem:PRODUCT_OTHER'],[]
"She bought him a ComputerSmarts , but it failed to work .",['ComputerSmarts:PRODUCT_OTHER'],[]
Did you buy the LeapPad Explorer ?,['LeapPad Explorer:PRODUCT_OTHER'],[]
The FM Towns Marty was released by Fujitsu .,['FM Towns Marty:PRODUCT_OTHER'],[]
"The river fell ( 9 - Clubs ) , sending Bruce Lee out of the tournament in 55th place .",['9 - Clubs:PRODUCT_OTHER'],[]
Alexa and Amazon Echo have the long - term potential to meaningfully push AMZN higher .,"['Alexa:PRODUCT_OTHER', 'Amazon Echo:PRODUCT_OTHER']",[]
Test category: LANGUAGE_OTHER
Hindustan is a Persian name for India dating back to the 3rd century BCE .,['Persian:LANGUAGE_OTHER'],[]
"The Kaddare alphabet is a writing script created to transcribe Somali , an Afro - Asiatic language .",['Afro - Asiatic language:LANGUAGE_OTHER'],['Afro - Asiatic:LANGUAGE_OTHER']
"The Baltimore accent originated among the white blue - collar residents of Baltimore , Maryland .",['Baltimore accent:LANGUAGE_OTHER'],[]
Do you know what this means in Cumbrian dialect ?,['Cumbrian:LANGUAGE_OTHER'],['Cumbrian dialect:LANGUAGE_OTHER']
There is insufficient data to connect Kimki with any other language .,['Kimki:LANGUAGE_OTHER'],[]
Vocabulary was used as the main source for Gipuzkoan .,['Gipuzkoan:LANGUAGE_OTHER'],[]
Shabo was first reported to be a separate language by Lionel Bender in 1977 .,['Shabo:LANGUAGE_OTHER'],[]
"Sometimes , the southern dialect Roncalese was included within Zuberoan .",['Roncalese:LANGUAGE_OTHER'],['southern dialect Roncalese:LANGUAGE_OTHER']
Spanglish is a name sometimes given to various contact dialects .,['Spanglish:LANGUAGE_OTHER'],[]
Niger - Congo is generally accepted by linguists .,['Niger - Congo:LANGUAGE_OTHER'],[]
I have never heard anyone speak Sulka anywhere I have been in the world .,['Sulka:LANGUAGE_OTHER'],[]
James Bruce first mentioned the Weyto dialect .,['Weyto:LANGUAGE_OTHER'],['Weyto dialect:LANGUAGE_OTHER']
One of my favorate accents is the Beijing accent .,['Beijing accent:LANGUAGE_OTHER'],[]
"In neighbouring Namibia , Afrikaans is widely spoken as a second language .",['Afrikaans:LANGUAGE_OTHER'],[]
Laycock classified Elseng an isolate .,['Elseng:LANGUAGE_OTHER'],[]
Omurano is an unclassified language from Peru .,['Omurano:LANGUAGE_OTHER'],[]
I am able to speak Bayot .,['Bayot:LANGUAGE_OTHER'],[]
Test category: ROAD
The 5 that comes north into Vancouver is the same 5 that goes south all the way to LA .,"['5:ROAD', '5:ROAD']",[]
"There 's a fork in the road right after you get past Hurstborne_Lane , and when you get there you 'll need to bear left .",['Hurstborne_Lane:ROAD'],[]
"Let 's not bring it up , my parents always argue about whether Itfaiye Caddesi is the fastest way .",['Itfaiye Caddesi:ROAD'],[]
"The 10 West from Los Angeles will take you right into Santa Monica , but if you want to go to Long Beach you 'll have to take 710 .","['10 West:ROAD', '710:ROAD']",[]
US 45 South will take you both to the Johnson Space Center and to Galveston Island .,['US 45 South:ROAD'],[]
Wacker is one of the most well - known streets in Chicago .,['Wacker:ROAD'],[]
"Once you come off of the 6th October Bridge , the road is called 6th of October Bridge all the way through Cairo to El - Nasr Road .",['6th of October Bridge:ROAD'],[]
Test category: DOCTRINE_METHOD_OTHER
"The term autarchism is derived from Greek , meaning belief in self rule .",['self rule:DOCTRINE_METHOD_OTHER'],[]
"In its shameless pursuit of Japanese suprematism , the Abe government declares Hitler 's racist diatribe as apt literature for school - children .",[],['Abe government:DOCTRINE_METHOD_OTHER']
The rise of syndicalism was part of a broader working - class radicalization .,['radicalization:DOCTRINE_METHOD_OTHER'],[]
The rise of syndicalism was part of a broader working - class radicalization .,['radicalization:DOCTRINE_METHOD_OTHER'],[]
It is precisely its overvaluation of personal autonomy that makes libertarianism repugnant to Catholic anthropology .,['autonomy:DOCTRINE_METHOD_OTHER'],[]
"Panarchism has new conceptions of what a people who are governed , a government , and consent mean .",['Panarchism:DOCTRINE_METHOD_OTHER'],[]
"As well , the presence of Magonism in the present - day Zapatista movement leads us to examine the mutual presence in both historic movements .",['Magonism:DOCTRINE_METHOD_OTHER'],[]
Simchat Torah marks the end of the yearly cycle of weekly Torah readings .,['Torah:DOCTRINE_METHOD_OTHER'],[]
Shavuot marks the time when the Jews received the Torah .,['Torah:DOCTRINE_METHOD_OTHER'],[]
Test category: WEAPON
It 's always been true that Captain Caveman carries a club .,['club:WEAPON'],[]
"When you were shot with Cupid 's arrow , you fell in love with the very next person you saw .",['arrow:WEAPON'],"[""Cupid 's arrow:WEAPON""]"
One new weapon in World War I was the U - boat .,['U - boat:WEAPON'],[]
Among a variety of similar weapons developed in the 12th century the pernach became pre - eminent .,['pernach:WEAPON'],[]
"The Trebuchet , capable of throwing huge stones and piles of rocks was said to have been invented in the Middle East .",['Trebuchet:WEAPON'],[]
"Used as a duelling weapon , the sabre saw extensive military use in the early 19th century , particularly in the Napoleonic Wars .",[],['duelling:WEAPON']
Use of bardiches started in the early 15th - century Russia .,['bardiches:WEAPON'],[]
The two - handed claymore was a large sword used in the late Medieval and early Modern periods .,['claymore:WEAPON'],['two - handed claymore:WEAPON']
During World War I submarines came to be particularly associated with the Imperial German Navy .,['submarines:WEAPON'],[]
"A culverin was a relatively simple ancestor of the musket , and later a medieval cannon .","['cannon:WEAPON', 'musket:WEAPON']","['musket:WEAPON', 'medieval cannon:WEAPON']"
Test category: DOMESTIC_REGION
Did you say the hellbender is found in the eastern United States ?,['eastern United States:DOMESTIC_REGION'],[]
Western Canada 's largest outdoor family amusement park is named Calaway Park .,['Western Canada:DOMESTIC_REGION'],[]
The Serengeti in Tanzania hosts the world 's largest wildlife migration on Earth .,['Serengeti:DOMESTIC_REGION'],[]
"On 19th of March 1982 , Argentine forces landed on South Georgia .",['South Georgia:DOMESTIC_REGION'],[]
Great Appalachian Valley is a giant trough .,['Great Appalachian Valley:DOMESTIC_REGION'],[]
Central United States is not exactly in the center .,['Central United States:DOMESTIC_REGION'],[]
I could see that Arizona is in the southwestern United States .,['southwestern United States:DOMESTIC_REGION'],[]
Test category: NATIONALITY
"A glider built in 1922 as a result of a collaboration between French aircraft designers Georges Abrial and Pierre Levasseur , is known as Levasseur - Abrial A - 1 .",['French:NATIONALITY'],[]
He says the typical American is eating nearly 450 calories .,['American:NATIONALITY'],[]
People born in American Samoa are not American citizens .,['American:NATIONALITY'],[]
This restaurant serves American style burgers for 46 pesos .,['American:NATIONALITY'],[]
A Brazilian army expedition was led to climb Mt Pica da Neblina .,['Brazilian:NATIONALITY'],[]
Mongolian grilled rib - eye steak paired with a yucca cake was on the menu .,['Mongolian:NATIONALITY'],[]
"On March 26 , the city was entered by the Lithuanian forces .",['Lithuanian:NATIONALITY'],[]
Malawian teachers are already being trained to use and adapt it .,['Malawian:NATIONALITY'],[]
Dominican cuisine is similar to that of other Caribbean countries .,['Caribbean:NATIONALITY'],[]
I was unaware that Comorian communities can also be found in other parts .,['Comorian:NATIONALITY'],[]
The food is almost never bad in Lebanese .,['Lebanese:NATIONALITY'],[]
Substantial numbers of Belizeans first migrated to Chicago during the 1940s and 1950s .,['Belizeans:NATIONALITY'],[]
Test category: CLASS
"Are you happy you made it to AA , or did you need to be in a higher class ?",['AA:CLASS'],[]
"Go Third AC Economy , but do n't expect anything special .",['Third AC Economy:CLASS'],[]
He argued that he did not belong in the light bantamweight class .,['light bantamweight:CLASS'],['light bantamweight class:CLASS']
He was angry when his friend was not classified with him in the men 's 152 lb weight division .,"[""men 's 152 lb:CLASS""]",[]
The Class E level existed briefly in 1943 .,['Class E level:CLASS'],[]
Many light heavyweight champions unsuccessfully challenged for the crown .,['light heavyweight:CLASS'],['heavyweight:CLASS']
He was proud he was considered in men 's 94 kg .,"[""men 's 94 kg:CLASS""]",[]
Men 's 77 kg is not as heavy as he wanted to place .,"[""Men 's 77 kg:CLASS""]",[]
Parvclass was the lowest class in their species .,['Parvclass:CLASS'],[]
Have you ever ridden in economy class ?,['economy class:CLASS'],[]
Have you watched the bout in the women 's 152 lb weight class ?,"[""women 's 152 lb:CLASS""]",[]
Test category: MUSIC
In 2010 Pumped Up Kicks was released .,['Pumped Up Kicks:MUSIC'],[]
I love to hear Hallalujah .,['Hallalujah:MUSIC'],[]
Uma Thurman takes the tune from another song .,['Uma Thurman:MUSIC'],[]
"A favourite across the world , Bohemian Rhapsody was featured in Wayne 's World .",['Bohemian Rhapsody:MUSIC'],[]
"With great dancing in its clip , Thriller was an amazing song .",['Thriller:MUSIC'],[]
In 1997 Torn was released .,['Torn:MUSIC'],[]
Linger is a great song too .,['Linger:MUSIC'],[]
She Talks To Angels is a great song .,['She Talks To Angels:MUSIC'],['Talks To Angels:MUSIC']
Test category: EVENT_OTHER
The breakup of Yugoslavia occurred as a result of a series of upheavals .,['breakup of Yugoslavia:EVENT_OTHER'],[]
The dissolution of Czechoslovakia took effect on 1 January 1993 .,['dissolution of Czechoslovakia:EVENT_OTHER'],[]
The bursting of the land speculation bubble in the United States instigated the Panic of 1796 - 1797 .,[],['bursting of the land speculation bubble:EVENT_OTHER']
Did you say the early 2000s recession was a decline which mainly occurred in developed countries ?,['early 2000s recession:EVENT_OTHER'],[]
"The merchant banks became heavily involved in property development , which created problems during the secondary banking crisis of 1973 to 1975 .",['secondary banking crisis of 1973 to 1975:EVENT_OTHER'],['secondary banking crisis of 1973:EVENT_OTHER']
The Battle of Ulm on 16 - 19 October 1805 was a series of skirmishes .,['Battle of Ulm:EVENT_OTHER'],[]
I assess the role of misallocation during the Chilean crisis of 1982 .,['Chilean crisis of 1982:EVENT_OTHER'],['role of misallocation during the Chilean crisis of 1982:EVENT_OTHER']
The annual Seattle Kennel Club Dog Show was held at CenturyLink Field this weekend .,['Seattle Kennel Club Dog Show:EVENT_OTHER'],[]
Test category: CONFERENCE
"The three - day Women in the World Summit , held at New York City .",['Women in the World Summit:CONFERENCE'],['World Summit:CONFERENCE']
"A major accomplishments of the 2002 World Summit on sustainable development in South Africa , was the recognition that renewable energy is a critical component of sustainable development .",['World Summit:CONFERENCE'],['World Summit on sustainable development:CONFERENCE']
The World Circular Economy Forum 2017 is free of charge to participants .,['World Circular Economy Forum:CONFERENCE'],['World Circular Economy Forum 2017:CONFERENCE']
World Toilet Summit & Expo 2016 had 600 delegates and speakers from around the world .,['World Toilet Summit & Expo:CONFERENCE'],['World Toilet Summit & Expo 2016:CONFERENCE']
Obama to host Global Entrepreneurship Summit 2016 at Stanford .,['Global Entrepreneurship Summit:CONFERENCE'],['Global Entrepreneurship Summit 2016 at Stanford:CONFERENCE']
Test category: MATERIAL
"Common among textile workers , Byssinosis is caused by inhaling significant amounts of cotton dust .",['cotton:MATERIAL'],['cotton dust:MATERIAL']
"Getting a spot on the list because at 3,900 meters it is the world 's longest steel - arch bridge , is the Lupu Bridge in Shanghai .",['steel - arch:MATERIAL'],[]
"A good , strong and closely woven linen fabric , the dowlas , emerged in the early twentieth century .",['dowlas:MATERIAL'],[]
"Dimity is a lightweight , sheer cotton fabric .",['Dimity:MATERIAL'],[]
"Dimity is a lightweight , sheer cotton fabric .",['Dimity:MATERIAL'],[]
Artists use canvas as their working material .,['canvas:MATERIAL'],[]
Adobe is a building material made from earth and often organic material .,['Adobe:MATERIAL'],[]
The term crape typically refers to a form of the fabric associated specifically with mourning .,['crape:MATERIAL'],[]
Items decorated with hollie point were often made for christenings .,['hollie point:MATERIAL'],[]
"Swiss Dot , is a sheer cotton fabric that is embellished with small dots .",['Swiss Dot:MATERIAL'],[]
Islanders in the Outer Hebrides of Scotland developed the Harris Tweed a cloth handwoven by them at their homes .,['Harris Tweed:MATERIAL'],['handwoven:MATERIAL']
Spanish and Mexican cheeses are made from whole milk using cheesecloth .,['cheesecloth:MATERIAL'],[]
"The majority of Egyptian cotton export is long staple cotton , not ELS cotton .","['cotton:MATERIAL', 'long staple cotton:MATERIAL']",['cotton:MATERIAL']
Fabrics woven or knitted from polyester thread or yarn are used extensively in apparel and home furnishings .,[],['Fabrics:MATERIAL']
I need about 5 centigrams of cotton to complete the project .,['cotton:MATERIAL'],[]
The brick and concrete church is called Our Lady Queen of Heaven Church .,"['brick:MATERIAL', 'concrete:MATERIAL']",[]
Test category: GOVERNMENT
Is it true that Emmet County was authorized by the Iowa Legislature in 1851 ?,['Iowa Legislature:GOVERNMENT'],[]
The regulatory mission of the NPA allows it to regularly monitor and adjust the price of Petroleum products .,['NPA:GOVERNMENT'],[]
"The Alcohol , Tobacco Tax and Trade Bureau collects taxes and enforces regulations on alcohol , tobacco , firearms , and ammunition .","['Alcohol , Tobacco Tax and Trade Burea:GOVERNMENT']",[]
The service organization statutorily charged to manage all commercial airports in Nigeria is the Federal Airport Authority of Nigeria .,['Federal Airport Authority of Nigeria:GOVERNMENT'],['Federal Airport Authority:GOVERNMENT']
All decisions made by FSANZ must be approved by the Australia and New Zealand Food Regulation Ministerial Council .,['Australia and New Zealand Food Regulation Ministerial Council:GOVERNMENT'],['New Zealand Food Regulation Ministerial Council:GOVERNMENT']
"In 1995 , India created the National Centre for Disaster Management .",['National Centre for Disaster Management:GOVERNMENT'],[]
"A NASA program that would have sent two groups of robotic probes to all the planets of the outer Solar System , was called the Grand Tour .",['NASA:GOVERNMENT'],[]
"At the creation of NASA the Explorer program , was transferred to this agency and still continues to this day .",['NASA:GOVERNMENT'],[]
The Canadian Space Agency administered the Canadian Space Program .,['Canadian Space Agency:GOVERNMENT'],[]
Test category: CULTURE
Just past the entrance to the Transdev - Doncaster Depot is a really good Chinese restaurant .,['Chinese:CULTURE'],[]
Cuzco was the capital of the Inca Empire and hosts one of the most astonishing juxtapositions of Incan and colonial architecture in South America .,"['Incan:CULTURE', 'colonial:CULTURE']",[]
"Mekhela chador is traditionally Assamese , and worn by women of all ages except children .",['Assamese:CULTURE'],[]
The Wurundjeri 's connection to land is underpinned by cultural and spiritual values vastly different to those of the Europeans .,"['Wurundjeri:CULTURE', 'Europeans:CULTURE']",[]
It is possible that the chiefs of Clan Forrester were of Celtic and Druidic origin .,"['Druidic:CULTURE', 'Celtic:CULTURE']",[]
Fujin is the Japanese god of the wind and one of the eldest Shinto gods .,['Japanese:CULTURE'],[]
Spanish and Mexican cheeses are made from whole milk using cheesecloth .,"['Spanish:CULTURE', 'Mexican:CULTURE']",[]
Pennsylvania Academy of the Fine Arts internationally known for its collections of 19th and 20th century American items .,['American:CULTURE'],[]
In Sindh the beginning of the New Year was considered Cheti Chand .,['Sindh:CULTURE'],[]
Test category: ISLAND
Sinhalese people are native to the island of Sri Lanka .,['Sri Lanka:ISLAND'],[]
The Cayman Islands are considered to be part of the geographic Western Caribbean Zone as well as the Greater Antilles .,['Greater Antilles:ISLAND'],[]
Much of Halmahera is still covered in forest .,['Halmahera:ISLAND'],[]
The eastern side of Viti Levu experiences heavy rainfall .,['Viti Lev:ISLAND'],[]
Kyushu is surrounded by the Pacific Ocean .,['Kyush:ISLAND'],['Kyushu:ISLAND']
"For centuries , Hainan has been a magnet for political exiles .",['Hainan:ISLAND'],[]
Samar is known for river trips and white - water rafting in Borongan and Guiuan .,['Samar:ISLAND'],['Guiuan:ISLAND']
Yos Sudarso was known as Frederik Hendrik Island until 1963 .,['Yos Sudarso:ISLAND'],[]
The North Icelandic Jet is a deep - reaching current that flows along the continental slope of Iceland .,['Iceland:ISLAND'],[]
The most powerful Kona storm in the last fifty years struck the Hawaiian islands .,['Hawaiian islands:ISLAND'],[]
War Plan Gray was a plan for the United States to invade the Azores Islands in 1940 .,['Azores Islands:ISLAND'],[]
Test category: SHOW
Sunset Boulevard first opened in London in 1993 .,['Sunset Boulevard:SHOW'],[]
I had no idea that The Sound of Music has music by Richard Rodgers !,['The Sound of Music:SHOW'],[]
"The Lion King debuted July 8 , 1997 , in Minneapolis , Minnesota .",['Lion King:SHOW'],[]
Best Choreography was awarded to The Pajama Game .,['The Pajama Game:SHOW'],[]
"Smokey Joe 's Cafe was conceived by Stephen Helper , Jack Viertel , and Otis Sallid .","[""Smokey Joe 's Cafe:SHOW""]",[]
Rock of Ages was directed by Kristin Hanggi .,['Rock of Ages:SHOW'],[]
Everyone already knows Cats is a musical composed by Andrew Lloyd Webber .,['Cats:SHOW'],[]
Did you hear that Purlie is about a preacher who returns to Georgia ?,['Purlie:SHOW'],[]
Oklahoma ! was written by the team of composer Richard Rodgers and Oscar Hammerstein II .,['Oklahoma !:SHOW'],[]
Richard Adler and Jerry Ross wrote the music and lyrics for Damn Yankees .,['Damn Yankees:SHOW'],[]
In the Heights was nominated for the 2009 Pulitzer Prize for Drama .,['In the Heights:SHOW'],[]
"A musical with music and lyrics by the Sherman Brothers , is the much beloved Mary Poppins .",['Mary Poppins:SHOW'],[]
Mame starred Angela Lansbury and Beatrice Arthur .,['Mame:SHOW'],[]
Test category: PICTURE
"The Fall of Man , Adam and Eve is a painting by Rubens , now in the Prado in Madrid .","['The Fall of Man , Adam and Eve:PICTURE']","['Fall of Man , Adam and Eve:PICTURE']"
Sunday Afternoon On The Island Of La Grande Jatte is Georges Seurat 's best - known and largest painting .,['Sunday Afternoon On The Island Of La Grande Jatte:PICTURE'],[]
Pollice Verso features the eponymous Roman gesture directed to the winning gladiators .,['Pollice Verso:PICTURE'],[]
Dance At The Moulin De La Galette is a snapshot of real life .,['Dance At The Moulin De La Galette:PICTURE'],[]
The Art Institute of Chicago holds the American Gothic in its collection .,['American Gothic:PICTURE'],[]
"When it was sold privately to an undisclosed buyer for the sum of $ 140,000,000 , Pollock 's No . 5 , 1948 became the world 's most expensive painting .","['No . 5 , 1948:PICTURE']",[]
Test category: BROADCAST_PROGRAM
"It was a spin - off from Madagascar , and named Penguins of Madagascar .",['Penguins of Madagascar:BROADCAST_PROGRAM'],[]
"Revolving around Ozzy Osbourne , his wife Sharon and their children , it was called The Osbournes .",['The Osbournes:BROADCAST_PROGRAM'],[]
"Glee was created by Ryan Murphy , Brad Falchuk , and Ian Brennan .",['Glee:BROADCAST_PROGRAM'],[]
Legally Blind is a Filipino drama series .,['Legally Blind:BROADCAST_PROGRAM'],[]
Who would have known that the 700 Club has been in production since 1966 ?,['700 Club:BROADCAST_PROGRAM'],[]
"On March 19 , 2014 , The 100 premiered .",['The 100:BROADCAST_PROGRAM'],[]
Donnie Wahlberg and Jenny McCarthy star in Donnie Loves Jenny .,['Donnie Loves Jenny:BROADCAST_PROGRAM'],[]
"My daughter watches Dora the Explorer , about a Latina girl named Dora .",['Dora the Explorer:BROADCAST_PROGRAM'],[]
Dear Uge is a Philippine afternoon comedy - anthology show .,['Dear Uge:BROADCAST_PROGRAM'],[]
"She was sad when Heroes ended on February 8 , 2010 .",['Heroes:BROADCAST_PROGRAM'],[]
"Good Morning America debuted on November 3 , 1975 .",['Good Morning America:BROADCAST_PROGRAM'],[]
Test category: N_NATURAL_OBJECT_OTHER
Kelp Geese generally have clutches of 2 - 7 eggs .,['2 - 7:N_NATURAL_OBJECT_OTHER'],[]
"He had a baldric , which is worn over one shoulder and is typically used to carry a weapon .",['one:N_NATURAL_OBJECT_OTHER'],[]
